176,1727,中華化,"176,730",94,"1,945,006",10.90,11.05,10.90,11.00,+,0.15,11.00,9,11.10,2,0.00,20210107
177,1730,花仙子,"157,775",159,"11,160,498",71.20,71.20,70.60,70.90,-,0.1,70.80,1,71.00,11,12.48,20210107
178,1731,美吾華,"2,534,233","1,168","45,100,329",17.35,18.10,17.35,17.60,+,0.35,17.60,32,17.65,1,15.04,20210107
179,1732,毛寶,"432,202",264,"9,934,605",23.00,23.25,22.70,22.80,-,0.15,22.80,11,22.85,6,27.80,20210107
180,1733,五鼎,"378,399",198,"8,783,889",23.20,23.35,23.10,23.30,+,0.1,23.25,19,23.30,9,16.18,20210107
181,1734,杏輝,"857,995",586,"25,380,348",29.45,29.85,29.40,29.50,+,0.05,29.50,37,29.55,1,81.94,20210107
182,1735,日勝化,"9,330",10,"158,460",17.00,17.00,16.95,16.95,-,0.05,16.95,3,17.00,2,36.85,20210107
183,1736,喬山,"6,582,355","4,567","653,137,216",97.20,101.00,96.50,100.50,+,3.6,100.00,79,100.50,20,33.95,20210107
184,1737,臺鹽,"542,123",256,"17,622,589",32.55,32.60,32.45,32.50,-,0.05,32.50,14,32.55,1,20.44,20210107
185,1760,寶齡富錦,"940,961",720,"76,573,312",80.70,82.40,80.00,81.40,+,0.8,81.30,9,81.40,32,131.29,20210107
186,1762,中化生,"359,209",243,"21,564,966",60.00,60.60,59.70,59.90,+,0.2,59.90,15,60.10,1,9.88,20210107
187,1773,勝一,"199,309",187,"21,299,138",107.00,107.50,106.00,107.00, ,0.0,107.00,10,107.50,20,17.48,20210107
188,1776,展宇,"16,000",14,"264,550",16.70,16.70,16.45,16.60,+,0.05,16.55,8,16.60,1,30.18,20210107
189,1783,和康生,"194,038",162,"4,460,401",22.35,23.15,22.35,23.05,+,0.5,23.05,6,23.10,8,31.58,20210107
190,1786,科妍,"101,320",85,"6,095,000",60.00,60.60,60.00,60.00, ,0.0,60.00,11,60.10,1,27.65,20210107
191,1789,神隆,"1,220,335",610,"34,242,589",27.95,28.40,27.75,28.10,+,0.15,28.10,17,28.15,4,68.54,20210107
192,1795,美時,"291,718",204,"23,043,919",78.70,79.30,78.70,79.20,+,0.6,79.10,12,79.20,6,22.89,20210107
193,1802,台玻,"25,185,161","9,141","480,827,510",19.50,19.85,18.80,18.85,-,0.6,18.85,309,18.90,22,209.44,20210107
194,1805,寶徠,"2,445,478",778,"26,070,523",10.70,10.70,10.35,10.70,+,0.95,10.70,473,--,0,0.00,20210107
195,1806,冠軍,"1,060,935",362,"8,032,137",7.62,7.65,7.50,7.63,+,0.07,7.63,3,7.64,27,0.00,20210107
196,1808,潤隆,"156,103",112,"9,113,670",58.70,58.70,58.10,58.20,-,0.1,58.20,17,58.50,7,21.32,20210107
